Make_Year,Brand,Transmission,xMiles,Price,Owner_Count,Engine_cc,Fuel_Type,Color,Service_History,Accidents_Reported,Insurance_Valid,MileageCategory,Mileage
2004,Nissan,Automatic,17,"$3,279 ",4,800,Petrol,White,Full,1,Yes,Between 10k and 20k,"17,270"
2004,Honda,Automatic,18,"$7,077 ",4,"3,000",Petrol,Black,Full,1,Yes,Between 10k and 20k,"17,800"
2005,Nissan,Manual,16,"$4,432 ",4,800,Petrol,Silver,Full,1,Yes,Between 10k and 20k,"15,880"
2005,Hyundai,Manual,17,"$4,831 ",4,"2,000",Petrol,Gray,Full,1,Yes,Between 10k and 20k,"17,280"
2005,Nissan,Manual,11,"$4,693 ",4,"1,000",Petrol,Red,Full,1,Yes,Between 10k and 20k,"11,450"
2005,Chevrolet,Automatic,15,"$8,121 ",4,"3,000",Petrol,Silver,Full,1,Yes,Between 10k and 20k,"14,770"
2006,Honda,Automatic,13,"$4,848 ",4,"2,000",Petrol,Gray,Full,1,Yes,Between 10k and 20k,"13,320"
2006,Chevrolet,Manual,18,"$2,439 ",4,"1,500",Petrol,Gray,Full,1,Yes,Between 10k and 20k,"17,980"
2006,Nissan,Manual,10,"$2,972 ",4,"1,500",Petrol,Gray,Full,1,Yes,Between 10k and 20k,"10,090"
2006,Volkswagen,Automatic,17,"$4,829 ",4,"1,500",Petrol,Silver,Full,1,Yes,Between 10k and 20k,"17,370"
2006,Kia,Manual,23,"$5,752 ",4,"1,800",Petrol,Blue,Full,1,Yes,Between 20k and 30k,"22,830"
2007,BMW,Manual,8,"$3,531 ",4,"1,200",Petrol,Black,Full,1,Yes,Less than 10k,"8,460"
2007,BMW,Automatic,16,"$4,930 ",4,"1,000",Petrol,Silver,Full,1,Yes,Between 10k and 20k,"15,550"
2007,Nissan,Automatic,17,"$5,393 ",4,"1,000",Petrol,Gray,Full,1,Yes,Between 10k and 20k,"16,560"
2008,Kia,Manual,13,"$8,139 ",4,"5,000",Petrol,White,Full,1,Yes,Between 10k and 20k,"13,270"
2008,Nissan,Automatic,19,"$4,391 ",4,"1,000",Petrol,Red,Full,1,Yes,Between 10k and 20k,"19,180"
2009,Nissan,Manual,12,"$1,655 ",4,800,Petrol,Gray,Full,1,Yes,Between 10k and 20k,"11,810"
2011,BMW,Manual,18,"$5,216 ",4,"3,000",Petrol,Red,Full,1,Yes,Between 10k and 20k,"17,700"
2011,Toyota,Manual,15,"$4,780 ",4,"1,800",Petrol,Red,Full,1,Yes,Between 10k and 20k,"15,440"
2011,Volkswagen,Manual,16,"$3,778 ",4,"1,500",Petrol,Blue,Full,1,Yes,Between 10k and 20k,"15,980"
2011,BMW,Manual,20,"$6,493 ",4,"1,800",Petrol,Blue,Full,1,Yes,Between 20k and 30k,"20,260"
2011,Hyundai,Automatic,11,"$6,805 ",4,"3,000",Petrol,Black,Full,1,Yes,Between 10k and 20k,"10,780"
2011,Hyundai,Manual,15,"$5,680 ",4,"2,500",Petrol,Gray,Full,1,Yes,Between 10k and 20k,"15,310"
2012,Ford,Automatic,6,"$9,885 ",4,"5,000",Petrol,Black,Full,1,Yes,Less than 10k,"6,370"
2012,BMW,Manual,22,"$8,875 ",4,"2,500",Petrol,White,Full,1,Yes,Between 20k and 30k,"21,650"
2012,Hyundai,Automatic,22,"$9,561 ",4,"3,000",Petrol,White,Full,1,Yes,Between 20k and 30k,"21,840"
2012,Honda,Manual,22,"$8,506 ",4,"4,000",Petrol,Blue,Full,1,Yes,Between 20k and 30k,"21,840"
2013,Ford,Automatic,24,"$6,376 ",4,"2,000",Petrol,Blue,Full,1,Yes,Between 20k and 30k,"23,920"
2014,Toyota,Manual,24,"$5,015 ",4,"1,200",Petrol,Black,Full,1,Yes,Between 20k and 30k,"24,040"
2014,Nissan,Automatic,21,"$4,069 ",4,"1,000",Petrol,Silver,Full,1,Yes,Between 20k and 30k,"20,840"
2014,Hyundai,Automatic,18,"$8,252 ",4,"3,000",Petrol,Black,Full,1,Yes,Between 10k and 20k,"17,730"
2016,Honda,Manual,17,"$6,175 ",4,"2,500",Petrol,Silver,Full,1,Yes,Between 10k and 20k,"17,190"
2016,Nissan,Manual,18,"$7,032 ",4,"1,800",Petrol,Blue,Full,1,Yes,Between 10k and 20k,"17,960"
2016,Hyundai,Manual,29,"$4,988 ",4,"1,200",Petrol,White,Full,1,Yes,Between 20k and 30k,"29,410"
2016,Chevrolet,Manual,12,"$6,100 ",4,"2,500",Petrol,Black,Full,1,Yes,Between 10k and 20k,"11,700"
2016,Toyota,Manual,18,"$7,868 ",4,800,Petrol,Blue,Full,1,Yes,Between 10k and 20k,"17,930"
2016,Honda,Manual,10,"$5,157 ",4,"1,200",Petrol,White,Full,1,Yes,Between 10k and 20k,"10,450"
2017,Kia,Automatic,6,"$8,103 ",4,"4,000",Petrol,White,Full,1,Yes,Less than 10k,"5,640"
2017,Ford,Manual,24,"$8,032 ",4,"4,000",Petrol,Black,Full,1,Yes,Between 20k and 30k,"23,500"
2017,Hyundai,Manual,20,"$9,334 ",4,"2,500",Petrol,Red,Full,1,Yes,Between 20k and 30k,"20,360"
2017,BMW,Manual,18,"$5,447 ",4,800,Petrol,Silver,Full,1,Yes,Between 10k and 20k,"17,880"
2017,Toyota,Automatic,16,"$5,487 ",4,"1,800",Petrol,Silver,Full,1,Yes,Between 10k and 20k,"16,160"
2017,Ford,Automatic,24,"$6,695 ",4,"1,200",Petrol,Silver,Full,1,Yes,Between 20k and 30k,"24,130"
2017,Kia,Manual,14,"$6,972 ",4,"1,800",Petrol,Blue,Full,1,Yes,Between 10k and 20k,"13,560"
2017,Honda,Manual,18,"$4,435 ",4,800,Petrol,White,Full,1,Yes,Between 10k and 20k,"17,660"
2018,Volkswagen,Automatic,15,"$5,854 ",4,"1,000",Petrol,Gray,Full,1,Yes,Between 10k and 20k,"15,390"
2018,Hyundai,Manual,16,"$5,651 ",4,"1,200",Petrol,Black,Full,1,Yes,Between 10k and 20k,"15,660"
2018,Volkswagen,Automatic,25,"$5,876 ",4,"1,500",Petrol,Black,Full,1,Yes,Between 20k and 30k,"24,880"
2018,Honda,Manual,15,"$7,701 ",4,"1,800",Petrol,Red,Full,1,Yes,Between 10k and 20k,"15,400"
2018,Honda,Automatic,21,"$8,362 ",4,"3,000",Petrol,Silver,Full,1,Yes,Between 20k and 30k,"21,330"
2019,Kia,Manual,8,"$4,969 ",4,800,Petrol,Silver,Full,1,Yes,Less than 10k,"8,350"
2019,Nissan,Manual,16,"$5,571 ",4,"1,200",Petrol,Gray,Full,1,Yes,Between 10k and 20k,"16,210"
2019,Nissan,Manual,9,"$8,933 ",4,"3,000",Petrol,Silver,Full,1,Yes,Less than 10k,"9,190"
2019,Kia,Automatic,16,"$5,732 ",4,"1,800",Petrol,White,Full,1,Yes,Between 10k and 20k,"15,970"
2019,BMW,Manual,15,"$7,949 ",4,"1,200",Petrol,Black,Full,1,Yes,Between 10k and 20k,"14,760"
2019,Honda,Automatic,18,"$6,884 ",4,"1,800",Petrol,White,Full,1,Yes,Between 10k and 20k,"17,840"
2020,BMW,Manual,9,"$7,653 ",4,"2,500",Petrol,Red,Full,1,Yes,Less than 10k,"9,460"
2020,Honda,Manual,11,"$7,986 ",4,"3,000",Petrol,Silver,Full,1,Yes,Between 10k and 20k,"10,870"
2021,BMW,Manual,17,"$9,077 ",4,"3,000",Petrol,Gray,Full,1,Yes,Between 10k and 20k,"17,490"
2021,Chevrolet,Manual,11,"$7,394 ",4,"2,500",Petrol,Red,Full,1,Yes,Between 10k and 20k,"10,690"
2021,Toyota,Manual,13,"$9,733 ",4,"2,500",Petrol,Blue,Full,1,Yes,Between 10k and 20k,"13,480"
2021,Nissan,Manual,15,"$5,272 ",4,800,Petrol,Red,Full,1,Yes,Between 10k and 20k,"14,500"
2021,Honda,Manual,15,"$7,929 ",4,"1,200",Petrol,Red,Full,1,Yes,Between 10k and 20k,"15,100"
2021,BMW,Manual,24,"$6,398 ",4,"1,000",Petrol,Red,Full,1,Yes,Between 20k and 30k,"24,110"
2022,Hyundai,Manual,16,"$6,680 ",4,"1,800",Petrol,Silver,Full,1,Yes,Between 10k and 20k,"16,460"
2022,Chevrolet,Manual,13,"$6,822 ",4,"1,800",Petrol,Black,Full,1,Yes,Between 10k and 20k,"13,070"
2023,Honda,Manual,24,"$6,705 ",4,"1,200",Petrol,Blue,Full,1,Yes,Between 20k and 30k,"23,770"
2023,BMW,Manual,18,"$8,613 ",4,"1,800",Petrol,Gray,Full,1,Yes,Between 10k and 20k,"18,390"
2023,Hyundai,Automatic,25,"$8,111 ",4,"1,200",Petrol,Silver,Full,1,Yes,Between 20k and 30k,"24,740"
1995,Hyundai,Automatic,24,"$6,089 ",5,"3,000",Petrol,Black,Full,1,Yes,Between 20k and 30k,"23,850"
1996,Hyundai,Automatic,30,"$6,606 ",5,"2,000",Petrol,White,Full,1,Yes,More than 30k,"30,320"
1996,BMW,Manual,8,"$5,509 ",5,"5,000",Petrol,Silver,Full,1,Yes,Less than 10k,"7,700"
1996,BMW,Manual,12,"$1,000 ",5,"1,500",Petrol,Red,Full,1,Yes,Between 10k and 20k,"11,760"
1996,Nissan,Manual,15,"$1,324 ",5,800,Petrol,Black,Full,1,Yes,Between 10k and 20k,"15,070"
1997,Volkswagen,Automatic,9,"$3,924 ",5,"4,000",Petrol,Red,Full,1,Yes,Less than 10k,"8,930"
1998,Ford,Automatic,22,"$6,105 ",5,"3,000",Petrol,Gray,Full,1,Yes,Between 20k and 30k,"22,480"
1998,Chevrolet,Manual,26,"$2,879 ",5,"1,000",Petrol,Silver,Full,1,Yes,Between 20k and 30k,"26,200"
1998,Kia,Automatic,18,"$1,543 ",5,"1,000",Petrol,Blue,Full,1,Yes,Between 10k and 20k,"18,040"
1999,Nissan,Manual,21,"$3,316 ",5,"2,000",Petrol,Gray,Full,1,Yes,Between 20k and 30k,"20,700"
1999,Honda,Manual,21,"$4,268 ",5,800,Petrol,Gray,Full,1,Yes,Between 20k and 30k,"21,150"
1999,Toyota,Manual,15,"$4,073 ",5,"2,000",Petrol,Black,Full,1,Yes,Between 10k and 20k,"15,270"
1999,Volkswagen,Manual,16,"$1,252 ",5,800,Petrol,Gray,Full,1,Yes,Between 10k and 20k,"15,500"
2000,Ford,Manual,19,"$7,378 ",5,"4,000",Petrol,Red,Full,1,Yes,Between 10k and 20k,"18,780"
2000,Hyundai,Automatic,17,"$1,772 ",5,"1,000",Petrol,Gray,Full,1,Yes,Between 10k and 20k,"16,550"
2000,Volkswagen,Manual,20,"$3,038 ",5,"2,000",Petrol,Blue,Full,1,Yes,Between 10k and 20k,"19,900"
2001,Toyota,Manual,28,"$5,129 ",5,"1,800",Petrol,White,Full,1,Yes,Between 20k and 30k,"27,980"
2001,BMW,Automatic,10,"$1,000 ",5,"1,000",Petrol,Gray,Full,1,Yes,Between 10k and 20k,"10,130"
2001,Hyundai,Manual,16,"$3,521 ",5,"1,200",Petrol,Gray,Full,1,Yes,Between 10k and 20k,"15,670"
2001,Ford,Manual,20,"$5,242 ",5,"2,500",Petrol,Red,Full,1,Yes,Between 20k and 30k,"20,120"
2001,Honda,Manual,25,"$6,751 ",5,"3,000",Petrol,Black,Full,1,Yes,Between 20k and 30k,"24,520"
2001,Nissan,Automatic,25,"$4,368 ",5,"1,500",Petrol,Black,Full,1,Yes,Between 20k and 30k,"24,700"
2001,Chevrolet,Manual,7,"$2,179 ",5,"1,200",Petrol,Black,Full,1,Yes,Less than 10k,"7,340"
2002,Toyota,Automatic,10,"$1,944 ",5,800,Petrol,Red,Full,1,Yes,Less than 10k,"9,890"
2002,Volkswagen,Automatic,16,"$7,738 ",5,"5,000",Petrol,Blue,Full,1,Yes,Between 10k and 20k,"16,200"
2002,Kia,Manual,12,"$4,585 ",5,"2,500",Petrol,Gray,Full,1,Yes,Between 10k and 20k,"12,420"
2003,Toyota,Automatic,31,"$5,627 ",5,"1,500",Petrol,Gray,Full,1,Yes,More than 30k,"31,190"
2004,Nissan,Manual,15,"$5,169 ",5,"2,000",Petrol,Black,Full,1,Yes,Between 10k and 20k,"15,250"
2004,Chevrolet,Automatic,27,"$9,326 ",5,"4,000",Petrol,Silver,Full,1,Yes,Between 20k and 30k,"27,200"
2005,Toyota,Manual,15,"$5,116 ",5,"2,000",Petrol,Red,Full,1,Yes,Between 10k and 20k,"14,830"
2005,Chevrolet,Automatic,19,"$8,303 ",5,"4,000",Petrol,Blue,Full,1,Yes,Between 10k and 20k,"19,160"
2005,BMW,Manual,19,"$3,639 ",5,"1,500",Petrol,Red,Full,1,Yes,Between 10k and 20k,"19,200"
2005,Kia,Manual,14,"$6,845 ",5,"5,000",Petrol,Gray,Full,1,Yes,Between 10k and 20k,"13,780"
2005,Kia,Manual,22,"$5,702 ",5,"1,800",Petrol,Black,Full,1,Yes,Between 20k and 30k,"22,450"
2006,BMW,Automatic,23,"$7,091 ",5,"2,000",Petrol,Black,Full,1,Yes,Between 20k and 30k,"23,180"
2006,Hyundai,Manual,15,"$7,322 ",5,"3,000",Petrol,Black,Full,1,Yes,Between 10k and 20k,"15,250"
2006,Toyota,Manual,21,"$5,142 ",5,"1,500",Petrol,White,Full,1,Yes,Between 20k and 30k,"20,610"
2006,Honda,Manual,22,"$6,275 ",5,"2,500",Petrol,Gray,Full,1,Yes,Between 20k and 30k,"22,460"
2007,Ford,Automatic,17,"$7,592 ",5,"4,000",Petrol,Red,Full,1,Yes,Between 10k and 20k,"16,950"
2007,Kia,Manual,19,"$4,921 ",5,"2,000",Petrol,White,Full,1,Yes,Between 10k and 20k,"19,160"
2007,Kia,Manual,21,"$3,037 ",5,"1,200",Petrol,Black,Full,1,Yes,Between 20k and 30k,"21,290"
2007,Chevrolet,Automatic,19,"$5,013 ",5,"1,200",Petrol,Red,Full,1,Yes,Between 10k and 20k,"18,750"
2007,Volkswagen,Manual,19,"$3,864 ",5,"1,000",Petrol,Blue,Full,1,Yes,Between 10k and 20k,"19,010"
2007,Nissan,Manual,22,"$7,063 ",5,"2,500",Petrol,Red,Full,1,Yes,Between 20k and 30k,"22,420"
2007,Kia,Manual,13,"$3,494 ",5,"1,200",Petrol,Blue,Full,1,Yes,Between 10k and 20k,"13,250"
2007,Nissan,Automatic,13,"$5,342 ",5,"3,000",Petrol,Red,Full,1,Yes,Between 10k and 20k,"12,570"
2008,Volkswagen,Automatic,21,"$3,493 ",5,800,Petrol,Black,Full,1,Yes,Between 20k and 30k,"21,180"
2008,Nissan,Automatic,10,"$4,405 ",5,"2,500",Petrol,White,Full,1,Yes,Between 10k and 20k,"10,210"
2009,Ford,Automatic,28,"$7,126 ",5,"1,000",Petrol,Black,Full,1,Yes,Between 20k and 30k,"27,960"
2009,Chevrolet,Automatic,16,"$4,545 ",5,"1,800",Petrol,Gray,Full,1,Yes,Between 10k and 20k,"15,850"
2010,Volkswagen,Manual,20,"$2,823 ",5,"1,000",Petrol,Silver,Full,1,Yes,Between 10k and 20k,"19,890"
2010,Nissan,Manual,18,"$2,995 ",5,"1,800",Petrol,Red,Full,1,Yes,Between 10k and 20k,"18,090"
2010,Volkswagen,Manual,29,"$4,643 ",5,"1,000",Petrol,Blue,Full,1,Yes,Between 20k and 30k,"28,960"
2010,Honda,Manual,20,"$6,317 ",5,"2,500",Petrol,White,Full,1,Yes,Between 20k and 30k,"20,040"
2011,Ford,Manual,19,"$3,834 ",5,"1,200",Petrol,Gray,Full,1,Yes,Between 10k and 20k,"19,000"
2011,Nissan,Manual,15,"$7,929 ",5,"4,000",Petrol,Red,Full,1,Yes,Between 10k and 20k,"14,550"
2011,Nissan,Manual,19,"$2,650 ",5,800,Petrol,Blue,Full,1,Yes,Between 10k and 20k,"19,370"
2011,Ford,Automatic,19,"$4,926 ",5,800,Petrol,Black,Full,1,Yes,Between 10k and 20k,"18,520"
2011,Hyundai,Manual,19,"$5,878 ",5,"2,500",Petrol,White,Full,1,Yes,Between 10k and 20k,"18,910"
2012,BMW,Manual,16,"$4,466 ",5,800,Petrol,Silver,Full,1,Yes,Between 10k and 20k,"16,420"
2012,Ford,Automatic,24,"$3,457 ",5,"1,000",Petrol,Gray,Full,1,Yes,Between 20k and 30k,"23,620"
2013,Toyota,Manual,14,"$2,672 ",5,"1,000",Petrol,Blue,Full,1,Yes,Between 10k and 20k,"13,520"
2013,BMW,Manual,19,"$3,475 ",5,800,Petrol,Silver,Full,1,Yes,Between 10k and 20k,"19,140"
2013,Hyundai,Manual,19,"$6,615 ",5,"3,000",Petrol,Silver,Full,1,Yes,Between 10k and 20k,"19,490"
2013,Honda,Automatic,21,"$7,117 ",5,"2,000",Petrol,Red,Full,1,Yes,Between 20k and 30k,"20,510"
2013,Volkswagen,Automatic,21,"$5,113 ",5,"1,800",Petrol,Red,Full,1,Yes,Between 20k and 30k,"21,230"
2014,Hyundai,Manual,20,"$5,112 ",5,"1,500",Petrol,Gray,Full,1,Yes,Between 20k and 30k,"20,250"
2014,Ford,Manual,17,"$5,480 ",5,"1,000",Petrol,Black,Full,1,Yes,Between 10k and 20k,"16,950"
2014,Hyundai,Manual,19,"$7,972 ",5,"3,000",Petrol,Black,Full,1,Yes,Between 10k and 20k,"19,030"
2015,Nissan,Manual,22,"$8,780 ",5,"2,000",Petrol,Red,Full,1,Yes,Between 20k and 30k,"21,560"
2015,Volkswagen,Automatic,19,"$8,107 ",5,"3,000",Petrol,Blue,Full,1,Yes,Between 10k and 20k,"19,440"
2015,Hyundai,Automatic,18,"$8,817 ",5,"4,000",Petrol,Red,Full,1,Yes,Between 10k and 20k,"18,200"
2015,Hyundai,Manual,17,"$8,357 ",5,"3,000",Petrol,White,Full,1,Yes,Between 10k and 20k,"17,090"
2016,Nissan,Automatic,20,"$7,005 ",5,"1,200",Petrol,Silver,Full,1,Yes,Between 20k and 30k,"20,350"
2016,Honda,Automatic,20,"$4,170 ",5,800,Petrol,Gray,Full,1,Yes,Between 10k and 20k,"19,910"
2016,Toyota,Manual,14,"$4,349 ",5,800,Petrol,Red,Full,1,Yes,Between 10k and 20k,"13,600"
2016,Honda,Automatic,17,"$7,528 ",5,"2,500",Petrol,Blue,Full,1,Yes,Between 10k and 20k,"16,780"
2016,Nissan,Automatic,25,"$7,752 ",5,"2,500",Petrol,Gray,Full,1,Yes,Between 20k and 30k,"25,070"
2017,Ford,Manual,23,"$7,692 ",5,"2,000",Petrol,White,Full,1,Yes,Between 20k and 30k,"23,450"
2017,Ford,Manual,19,"$5,120 ",5,"1,200",Petrol,Blue,Full,1,Yes,Between 10k and 20k,"19,390"
2017,Chevrolet,Manual,8,"$9,382 ",5,"5,000",Petrol,Red,Full,1,Yes,Less than 10k,"8,300"
2018,Hyundai,Manual,17,"$5,323 ",5,"1,000",Petrol,Black,Full,1,Yes,Between 10k and 20k,"17,260"
2018,Hyundai,Manual,20,"$6,951 ",5,"1,200",Petrol,Gray,Full,1,Yes,Between 10k and 20k,"19,800"
2018,Kia,Manual,6,"$3,740 ",5,"1,500",Petrol,Silver,Full,1,Yes,Less than 10k,"5,610"
2018,Kia,Automatic,16,"$5,041 ",5,"1,000",Petrol,Blue,Full,1,Yes,Between 10k and 20k,"16,170"
2018,Toyota,Manual,22,"$6,382 ",5,"1,500",Petrol,Black,Full,1,Yes,Between 20k and 30k,"22,480"
2018,Nissan,Automatic,12,"$6,890 ",5,"2,500",Petrol,Blue,Full,1,Yes,Between 10k and 20k,"12,310"
2019,Toyota,Manual,21,"$7,474 ",5,"1,800",Petrol,Silver,Full,1,Yes,Between 20k and 30k,"21,100"
2019,Hyundai,Manual,14,"$7,928 ",5,"2,000",Petrol,White,Full,1,Yes,Between 10k and 20k,"14,270"
2020,Nissan,Manual,12,"$2,932 ",5,"1,500",Petrol,White,Full,1,Yes,Between 10k and 20k,"12,460"
2020,Nissan,Automatic,18,"$7,106 ",5,"2,000",Petrol,Blue,Full,1,Yes,Between 10k and 20k,"17,690"
2020,Toyota,Automatic,24,"$5,667 ",5,"1,200",Petrol,Black,Full,1,Yes,Between 20k and 30k,"24,000"
2020,Chevrolet,Automatic,8,"$7,292 ",5,"2,000",Petrol,Silver,Full,1,Yes,Less than 10k,"7,820"
2020,Nissan,Manual,5,"$5,911 ",5,"1,500",Petrol,Black,Full,1,Yes,Less than 10k,"5,000"
2021,Ford,Manual,16,"$5,342 ",5,800,Petrol,Red,Full,1,Yes,Between 10k and 20k,"16,120"
2021,Chevrolet,Manual,20,"$3,953 ",5,"1,000",Petrol,Black,Full,1,Yes,Between 20k and 30k,"20,130"
2021,Volkswagen,Manual,20,"$6,147 ",5,800,Petrol,Black,Full,1,Yes,Between 10k and 20k,"19,960"
2021,Nissan,Manual,17,"$6,586 ",5,"1,000",Petrol,Red,Full,1,Yes,Between 10k and 20k,"16,730"
2022,BMW,Automatic,25,"$6,385 ",5,800,Petrol,Silver,Full,1,Yes,Between 20k and 30k,"24,810"
2022,Toyota,Manual,15,"$7,021 ",5,"1,500",Petrol,Silver,Full,1,Yes,Between 10k and 20k,"14,580"
2023,Volkswagen,Manual,21,"$9,569 ",5,"1,800",Petrol,Black,Full,1,Yes,Between 20k and 30k,"20,890"
2023,Hyundai,Automatic,8,"$6,085 ",5,"1,800",Petrol,Silver,Full,1,Yes,Less than 10k,"8,200"
1995,Ford,Manual,14,"$7,029 ",2,"4,000",Petrol,White,Full,2,Yes,Between 10k and 20k,"14,060"
1996,Volkswagen,Automatic,20,"$2,938 ",5,"1,200",Petrol,Silver,Full,2,Yes,Between 20k and 30k,"20,280"
1996,BMW,Manual,29,"$6,530 ",5,"1,800",Petrol,Black,Full,2,Yes,Between 20k and 30k,"29,150"
1997,Ford,Automatic,20,"$3,366 ",4,"1,800",Petrol,Blue,Full,2,Yes,Between 10k and 20k,"19,780"
1997,Honda,Automatic,27,"$5,210 ",2,"1,000",Petrol,Blue,Full,2,Yes,Between 20k and 30k,"26,770"
1997,Volkswagen,Automatic,12,"$5,122 ",2,"1,200",Petrol,White,Full,2,Yes,Between 10k and 20k,"12,090"
1997,Kia,Automatic,17,"$3,854 ",2,"2,000",Petrol,Red,Full,2,Yes,Between 10k and 20k,"16,820"
1998,Volkswagen,Automatic,17,"$5,484 ",3,"2,500",Petrol,Black,Full,2,Yes,Between 10k and 20k,"16,950"
1998,Ford,Automatic,18,"$3,886 ",3,"1,000",Petrol,Gray,Full,2,Yes,Between 10k and 20k,"18,050"
1998,Honda,Manual,20,"$5,871 ",1,"1,500",Petrol,Silver,Full,2,Yes,Between 10k and 20k,"19,600"
1998,Ford,Manual,15,"$2,283 ",4,"1,800",Petrol,Blue,Full,2,Yes,Between 10k and 20k,"14,790"
1998,Volkswagen,Automatic,27,"$7,657 ",1,"1,500",Petrol,White,Full,2,Yes,Between 20k and 30k,"26,790"
1998,Kia,Automatic,21,"$9,770 ",2,"5,000",Petrol,White,Full,2,Yes,Between 20k and 30k,"20,780"
1998,Chevrolet,Manual,11,"$8,939 ",4,"5,000",Petrol,White,Full,2,Yes,Between 10k and 20k,"10,580"
1999,Chevrolet,Automatic,18,"$6,513 ",5,"3,000",Petrol,Red,Full,2,Yes,Between 10k and 20k,"18,290"
1999,Kia,Manual,27,"$5,136 ",3,"1,800",Petrol,Gray,Full,2,Yes,Between 20k and 30k,"26,620"
1999,Nissan,Manual,15,"$5,711 ",5,"4,000",Petrol,Gray,Full,2,Yes,Between 10k and 20k,"14,950"
1999,Nissan,Automatic,16,"$4,035 ",2,"1,000",Petrol,Blue,Full,2,Yes,Between 10k and 20k,"16,260"
2000,Chevrolet,Manual,16,"$3,003 ",2,"1,200",Petrol,Blue,Full,2,Yes,Between 10k and 20k,"15,900"
2000,Toyota,Manual,24,"$6,448 ",2,"1,000",Petrol,Black,Full,2,Yes,Between 20k and 30k,"24,230"
2000,Honda,Automatic,22,"$4,710 ",4,"3,000",Petrol,Black,Full,2,Yes,Between 20k and 30k,"22,050"
2000,Ford,Manual,20,"$4,380 ",3,"2,000",Petrol,Gray,Full,2,Yes,Between 20k and 30k,"20,120"
2000,Toyota,Manual,32,"$7,126 ",3,"3,000",Petrol,Gray,Full,2,Yes,More than 30k,"32,000"
2000,Volkswagen,Automatic,17,"$6,917 ",2,"3,000",Petrol,Silver,Full,2,Yes,Between 10k and 20k,"16,910"
2000,Ford,Manual,16,"$6,094 ",2,"2,000",Petrol,Blue,Full,2,Yes,Between 10k and 20k,"16,330"
2000,Kia,Manual,21,"$4,999 ",5,"3,000",Petrol,Gray,Full,2,Yes,Between 20k and 30k,"20,910"
2001,Honda,Manual,20,"$7,321 ",2,"3,000",Petrol,Gray,Full,2,Yes,Between 10k and 20k,"19,530"
2001,Nissan,Automatic,28,"$7,165 ",1,"1,800",Petrol,Red,Full,2,Yes,Between 20k and 30k,"27,900"
2002,Ford,Manual,18,"$3,327 ",3,"1,500",Petrol,Blue,Full,2,Yes,Between 10k and 20k,"18,170"
2002,Ford,Automatic,16,"$7,743 ",4,"5,000",Petrol,Red,Full,2,Yes,Between 10k and 20k,"16,350"
2002,Nissan,Manual,11,"$4,906 ",3,"2,000",Petrol,White,Full,2,Yes,Between 10k and 20k,"11,060"
2002,Hyundai,Manual,18,"$2,784 ",3,800,Petrol,Gray,Full,2,Yes,Between 10k and 20k,"18,420"
2004,Toyota,Manual,14,"$4,762 ",5,"1,800",Petrol,Red,Full,2,Yes,Between 10k and 20k,"14,020"
2004,Toyota,Automatic,13,"$6,492 ",1,"2,500",Petrol,Blue,Full,2,Yes,Between 10k and 20k,"12,800"
2004,Toyota,Manual,9,"$1,967 ",4,800,Petrol,Blue,Full,2,Yes,Less than 10k,"8,650"
2004,Honda,Automatic,20,"$3,753 ",3,800,Petrol,White,Full,2,Yes,Between 10k and 20k,"19,890"
2004,Ford,Manual,16,"$3,857 ",1,"1,000",Petrol,Black,Full,2,Yes,Between 10k and 20k,"16,460"
2004,Nissan,Manual,21,"$6,583 ",2,"1,800",Petrol,Red,Full,2,Yes,Between 20k and 30k,"21,030"
2004,Toyota,Automatic,19,"$5,005 ",3,"1,500",Petrol,Black,Full,2,Yes,Between 10k and 20k,"18,810"
2005,Kia,Manual,20,"$6,850 ",1,"2,000",Petrol,Blue,Full,2,Yes,Between 20k and 30k,"20,400"
2005,Toyota,Automatic,22,"$8,229 ",1,"2,500",Petrol,Blue,Full,2,Yes,Between 20k and 30k,"21,620"
2005,BMW,Automatic,19,"$5,841 ",1,"1,000",Petrol,Black,Full,2,Yes,Between 10k and 20k,"19,150"
2005,Chevrolet,Automatic,18,"$3,965 ",4,"1,500",Petrol,Black,Full,2,Yes,Between 10k and 20k,"18,010"
2005,Toyota,Manual,24,"$9,511 ",4,"2,500",Petrol,Silver,Full,2,Yes,Between 20k and 30k,"24,070"
2006,Nissan,Automatic,17,"$7,170 ",1,"2,000",Petrol,Gray,Full,2,Yes,Between 10k and 20k,"17,420"
2006,Kia,Automatic,17,"$5,911 ",1,"1,800",Petrol,Blue,Full,2,Yes,Between 10k and 20k,"17,050"
2006,Honda,Automatic,25,"$6,049 ",4,"1,000",Petrol,White,Full,2,Yes,Between 20k and 30k,"24,710"
2006,Volkswagen,Manual,13,"$3,812 ",1,"1,000",Petrol,Red,Full,2,Yes,Between 10k and 20k,"12,620"
2007,Hyundai,Manual,14,"$4,587 ",1,800,Petrol,Silver,Full,2,Yes,Between 10k and 20k,"13,850"
2007,Chevrolet,Manual,21,"$8,111 ",5,"4,000",Petrol,Black,Full,2,Yes,Between 20k and 30k,"20,670"
2007,Nissan,Automatic,24,"$6,405 ",2,"1,800",Petrol,Blue,Full,2,Yes,Between 20k and 30k,"23,540"
2007,Kia,Manual,25,"$6,331 ",4,"1,200",Petrol,Gray,Full,2,Yes,Between 20k and 30k,"25,000"
